gene,category,rationale,single_gene_panel_note,exclude_recommended,detection_pct_0041435,detection_pct_0041534,n_cells_0041435,n_cells_0041534,log2_detection_ratio_0041534_over_0041435
TENT5B,,,,no,0.259,0.13,1202,314,-0.995
TENT5C,,,,no,1.77,0.965,8216,2332,-0.876
TERF1,,,,no,2.36,2.376,10951,5742,0.01
TERF2,,,,no,5.601,4.692,25993,11341,-0.255
TERT,,,,no,0.188,0.193,873,467,0.039
TES,,,,no,5.954,4.625,27634,11179,-0.364
TESK2,,,,no,0.484,0.432,2247,1043,-0.166
TET1,,,,no,0.678,0.686,3146,1659,0.018
TET2,,,,no,1.646,1.392,7639,3365,-0.242
TEX11,,,,no,0.032,0.053,149,127,0.711
TEX14,spermatogenesis,Spermatogenic / testis-only expression; absent from pancreas/LN tissues.,,yes,0.083,0.157,385,379,0.919
TEX30,,,,no,0.207,0.158,962,381,-0.395
TEX35,,,,no,0.051,0.09,238,217,0.808
TFAM,,,,no,2.268,2.618,10524,6327,0.207
TFAP2A,,,,no,0.686,0.539,3182,1303,-0.347
TFAP2B,,,,no,0.101,0.13,467,315,0.373
TFE3,,,,no,3.281,2.78,15225,6718,-0.239
TFEB,,,,no,2.627,1.689,12190,4081,-0.637
TFPI,,,,no,7.368,2.91,34194,7034,-1.34
TFPI2,,,,no,0.54,0.501,2508,1212,-0.108
TFR2,,,,no,0.058,0.07,269,168,0.262
TFRC,,,,no,2.811,2.112,13047,5104,-0.413
TG,,,,no,0.434,0.114,2016,276,-1.927
TGFA,,,,no,0.593,0.408,2753,987,-0.539
TGFB1,,,,no,0.781,0.706,3623,1707,-0.144
TGFB1I1,,,,no,0.489,0.387,2268,936,-0.336
TGFB2,,,,no,0.473,0.336,2194,811,-0.495
TGFB3,,,,no,1.838,2.317,8529,5600,0.334
TGFBR1,,,,no,2.658,3.319,12335,8021,0.32
TGFBR2,,,,no,16.464,11.742,76406,28380,-0.488
TGFBR3,,,,no,3.487,2.294,16183,5544,-0.604
TGM1,,,,no,1.141,1.059,5296,2559,-0.108
TGM2,,,,no,0.702,0.825,3257,1995,0.234
TGM3,,,,no,0.036,,167,0,
TGM4,,,,no,0.067,0.079,309,192,0.255
TH,,,,no,0.035,,162,0,
THAP11,,,,no,5.045,3.106,23415,7508,-0.7
THAP2,,,,no,0.267,0.441,1241,1067,0.723
THAP3,,,,no,0.651,0.629,3020,1520,-0.049
THBD,,,,no,0.097,0.218,448,528,1.178
THBS1,,,,no,1.051,1.091,4877,2636,0.054
THBS2,,,,no,0.142,0.302,661,729,1.083
THEM6,,,,no,0.305,0.345,1414,833,0.178
THEMIS,,,,no,2.223,1.777,10318,4294,-0.324
THEMIS2,,,,no,3.951,2.419,18335,5846,-0.708
THPO,,,,no,0.056,0.08,258,193,0.522
THRA,,,,no,2.786,2.734,12929,6607,-0.027
THRB,,,,no,0.549,0.311,2550,752,-0.82
THUMPD3,,,,no,1.726,1.757,8011,4246,0.025
THY1,,,,no,1.359,1.66,6305,4012,0.289
THYN1,,,,no,2.363,2.042,10965,4936,-0.21
TIAM1,,,,no,2.313,2.627,10734,6349,0.184
TIAM2,,,,no,0.172,0.095,798,229,-0.86
TICAM1,,,,no,0.48,0.371,2228,897,-0.371
TICAM2,,,,no,0.26,0.316,1206,764,0.283
TICRR,,,,no,0.08,0.078,371,188,-0.039
TIE1,,,,no,1.868,1.642,8667,3969,-0.185
TIGD5,,,,no,0.539,0.434,2501,1050,-0.311
TIGIT,,,,no,1.352,0.762,6276,1841,-0.828
TIMD4,,,,no,3.186,2.319,14786,5605,-0.458
TIMM29,,,,no,2.341,1.848,10863,4467,-0.341
TIMM50,,,,no,0.574,0.571,2665,1379,-0.009
TIMP2,,,,no,4.397,7.139,20406,17254,0.699
TIMP4,,,,no,0.258,0.186,1196,450,-0.469
TINAG,,,,no,0.108,0.192,499,463,0.833
TINAGL1,,,,no,1.26,1.553,5846,3753,0.302
TIPARP,,,,no,2.297,1.46,10658,3529,-0.653
TIRAP,,,,no,0.365,0.65,1692,1571,0.834
TJP1,,,,no,1.829,1.676,8489,4050,-0.126
TJP2,,,,no,7.07,4.835,32811,11686,-0.548
TK1,,,,no,0.407,0.269,1887,650,-0.596
TKT,,,,no,7.591,8.552,35229,20668,0.172
TKTL1,,,,no,0.061,0.108,284,260,0.814
TLE6,oocyte_germline,Oocyte / female germline-specific expression.,,yes,0.07,0.129,326,311,0.873
TLK1,,,,no,2.663,2.934,12359,7092,0.14
TLK2,,,,no,3.28,2.787,15224,6737,-0.235
TLR1,,,,no,0.795,0.875,3688,2114,0.138
TLR10,,,,no,0.515,0.645,2389,1560,0.326
TLR2,,,,no,0.895,0.928,4152,2244,0.054
TLR3,,,,no,0.328,0.29,1524,702,-0.177
TLR4,,,,no,1.806,1.716,8383,4147,-0.074
TLR5,,,,no,0.342,0.581,1585,1404,0.766
TLR6,,,,no,0.24,0.324,1116,783,0.43
TLR7,,,,no,0.499,0.676,2318,1634,0.437
TLR8,,,,no,0.917,0.787,4254,1903,-0.219
TLR9,,,,no,0.222,0.174,1028,421,-0.347
TM6SF2,,,,no,0.022,,101,0,
TM9SF4,,,,no,2.326,2.101,10796,5078,-0.147
TMA16,,,,no,1.062,1.506,4930,3641,0.504
TMBIM4,,,,no,2.879,2.873,13363,6943,-0.003
TMEFF2,,,,no,0.069,0.116,319,280,0.753
TMEM100,,,,no,0.236,0.353,1093,852,0.582
TMEM106B,,,,no,0.93,1.054,4317,2547,0.18
TMEM109,,,,no,4.047,3.688,18780,8914,-0.134
TMEM119,,,,no,0.403,0.195,1872,472,-1.046
TMEM120B,,,,no,0.764,0.669,3547,1618,-0.191
TMEM123,,,,no,4.086,3.883,18965,9385,-0.074
TMEM126A,,,,no,0.647,0.662,3004,1600,0.032
TMEM130,,,,no,0.081,0.083,377,201,0.034
TMEM14C,,,,no,2.571,2.473,11930,5976,-0.056
TMEM164,,,,no,1.315,1.125,6104,2720,-0.225
TMEM173,,,,no,6.802,5.395,31568,13038,-0.334
TMEM185A,,,,no,0.98,0.865,4550,2091,-0.18
TMEM192,,,,no,1.064,1.067,4938,2578,0.004
TMEM200A,,,,no,0.931,0.721,4319,1743,-0.368
TMEM201,,,,no,0.55,0.501,2553,1212,-0.134
TMEM209,,,,no,1.753,1.76,8135,4253,0.006
TMEM237,,,,no,1.399,0.907,6492,2193,-0.624
TMEM33,,,,no,1.011,1.072,4690,2590,0.085
TMEM39A,,,,no,1.247,1.069,5789,2584,-0.222
TMEM43,,,,no,0.881,1.235,4090,2986,0.487
TMEM45A,,,,no,1.118,0.95,5189,2297,-0.234
TMEM45B,,,,no,0.489,0.322,2271,779,-0.602
TMEM97,,,,no,0.665,0.562,3088,1358,-0.244
TMEM98,,,,no,0.62,0.933,2877,2254,0.589
TMEM9B,,,,no,2.606,2.203,12095,5325,-0.242
TMIGD2,,,,no,1.802,0.977,8364,2361,-0.884
TMPO,,,,no,4.285,2.926,19887,7071,-0.551
TMPRSS11E,,,,no,0.131,0.115,607,279,-0.18
TMPRSS13,,,,no,0.543,0.369,2520,893,-0.555
TMPRSS2,,,,no,0.231,0.108,1072,260,-1.102
TMPRSS6,,,,no,0.19,0.161,883,390,-0.238
TMTC3,,,,no,0.557,0.492,2586,1188,-0.181
TMTC4,,,,no,0.844,0.712,3917,1722,-0.244
TMUB2,,,,no,1.014,0.853,4705,2061,-0.25
TMX1,,,,no,6.978,6.25,32385,15105,-0.159
TMX2,,,,no,3.551,4.723,16479,11416,0.412
TNC,,,,no,1.376,0.572,6386,1382,-1.267
TNF,,,,no,0.223,0.218,1035,528,-0.03
TNFAIP3,,,,no,8.128,3.275,37722,7915,-1.311
TNFAIP8,,,,no,2.937,4.254,13632,10282,0.534
TNFRSF10A,,,,no,1.163,1.617,5399,3909,0.475
TNFRSF10B,,,,no,2.348,1.779,10899,4300,-0.401
TNFRSF10C,,,,no,0.06,0.108,279,262,0.851
TNFRSF10D,,,,no,1.0,1.017,4641,2459,0.025
TNFRSF11A,,,,no,1.294,0.871,6005,2106,-0.57
TNFRSF11B,,,,no,0.313,0.216,1452,522,-0.535
TNFRSF12A,,,,no,0.085,0.132,395,318,0.628
TNFRSF13B,,,,no,0.534,0.347,2479,838,-0.623
TNFRSF13C,,,,no,4.205,1.897,19514,4584,-1.149
TNFRSF14,,,,no,7.006,6.948,32516,16793,-0.012
TNFRSF17,,,,no,0.953,0.372,4425,898,-1.36
TNFRSF18,,,,no,0.858,0.461,3981,1113,-0.897
TNFRSF1A,,,,no,3.164,3.399,14684,8216,0.104
TNFRSF1B,,,,no,3.059,2.532,14197,6119,-0.273
TNFRSF21,,,,no,4.075,2.485,18910,6007,-0.713
TNFRSF6B,,,,no,0.325,0.363,1509,877,0.158
TNFRSF8,,,,no,0.417,0.343,1936,830,-0.281
TNFRSF9,,,,no,1.151,0.786,5343,1900,-0.55
TNFSF10,,,,no,3.638,3.163,16884,7645,-0.202
TNFSF11,,,,no,0.183,0.141,851,341,-0.378
TNFSF12,,,,no,3.727,2.966,17297,7169,-0.329
TNFSF13,,,,no,1.319,0.826,6120,1996,-0.675
TNFSF13B,,,,no,0.784,0.843,3638,2037,0.105
TNFSF14,,,,no,0.169,0.633,786,1531,1.903
TNFSF15,,,,no,0.096,0.121,445,293,0.338
TNFSF18,,,,no,0.06,0.138,278,333,1.202
TNFSF4,,,,no,0.584,0.464,2709,1121,-0.332
TNFSF8,,,,no,5.802,1.325,26926,3203,-2.13
TNFSF9,,,,no,0.286,0.175,1328,423,-0.709
TNIP1,,,,no,9.074,6.374,42113,15404,-0.51
TNK2,,,,no,10.499,5.49,48723,13268,-0.935
TNKS,,,,no,1.74,1.804,8076,4361,0.052
TNMD,,,,no,0.048,0.076,221,184,0.677
TNNI3,cardiac_muscle,Cardiac-muscle-specific; not in pancreas/LN.,,yes,0.075,0.098,350,236,0.373
TNNT2,cardiac_muscle,Cardiac-muscle-specific; not in pancreas/LN.,,yes,0.635,0.554,2945,1340,-0.195
TNPO3,,,,no,3.147,3.132,14606,7570,-0.007
TNR,,,,no,0.029,,134,0,
TNS2,,,,no,2.681,2.63,12440,6356,-0.028
TNXB,,,,no,1.205,2.231,5594,5391,0.888
TOLLIP,,,,no,1.114,1.087,5169,2628,-0.035
TOM1L2,,,,no,2.309,1.556,10718,3761,-0.57
TOMM34,,,,no,2.486,1.888,11538,4564,-0.397
TOMM40,,,,no,0.788,0.697,3656,1684,-0.177
TONSL,,,,no,0.687,0.61,3188,1474,-0.172
TOP1,,,,no,6.689,6.206,31042,14998,-0.108
TOP1MT,,,,no,1.529,1.487,7095,3593,-0.04
TOP2A,,,,no,0.737,0.489,3421,1182,-0.592
TOP2B,,,,no,9.492,7.199,44050,17400,-0.399
TOP3B,,,,no,3.334,2.627,15472,6349,-0.344
TOPBP1,,,,no,3.427,2.759,15904,6667,-0.313
TOR1A,,,,no,1.18,1.138,5477,2750,-0.053
TOR3A,,,,no,0.997,1.028,4626,2485,0.045
TOX,,,,no,3.005,2.711,13944,6551,-0.149
TOX2,,,,no,3.299,5.213,15309,12600,0.66
TOX4,,,,no,5.251,3.343,24368,8080,-0.651
TP53,,,,no,5.407,5.318,25093,12853,-0.024
TP53BP1,,,,no,3.02,3.008,14015,7269,-0.006
TP53BP2,,,,no,5.415,4.235,25131,10235,-0.355
TP53INP1,,,,no,5.408,2.818,25096,6811,-0.94
TP63,,,,no,5.244,2.906,24335,7023,-0.852
TP73,,,,no,0.841,1.146,3905,2769,0.445
TPBG,,,,no,0.59,0.668,2736,1615,0.181
TPCN1,,,,no,3.371,3.549,15645,8577,0.074
TPH1,,,,no,0.153,0.182,712,439,0.244
TPH2,,,,no,0.066,0.146,307,352,1.139
TPMT,,,,no,1.122,1.422,5205,3436,0.342
TPPP,,,,no,0.117,0.078,541,189,-0.576
TPPP3,,,,no,0.151,0.206,699,498,0.452
TPTE,,,,no,0.23,0.481,1069,1163,1.063
TPX2,,,,no,0.696,0.541,3230,1307,-0.364
TRAC,,,,no,31.423,40.729,145832,98438,0.374
TRAF1,,,,no,1.024,0.844,4752,2040,-0.279
TRAF2,,,,no,3.063,2.302,14216,5564,-0.412
TRAF3,,,,no,1.299,1.014,6028,2451,-0.357
TRAF3IP2,,,,no,0.852,0.772,3956,1866,-0.143
TRAF3IP3,,,,no,6.054,7.312,28097,17673,0.272
TRAF4,,,,no,2.162,2.028,10032,4901,-0.092
TRAF5,,,,no,6.248,5.059,28996,12226,-0.305
TRAF6,,,,no,1.613,1.487,7484,3593,-0.117
TRAFD1,,,,no,4.116,3.317,19104,8017,-0.311
TRAP1,,,,no,5.848,3.963,27138,9577,-0.561
TRAV1-2,,,,no,0.395,0.883,1835,2134,1.159
TRAV24,,,,no,0.334,0.523,1550,1264,0.647
TRBC2,,,,no,27.44,36.46,127346,88119,0.41
TRBV6-4,,,,no,0.08,0.125,369,302,0.652
TRDC,,,,no,0.545,0.69,2530,1668,0.34
TREM1,,,,no,0.133,0.23,616,556,0.793
TREM2,,,,no,0.558,0.798,2591,1929,0.516
TREML2,,,,no,0.81,0.815,3757,1969,0.009
TREX1,,,,no,1.17,0.844,5428,2039,-0.471
TREX2,,,,no,0.785,0.566,3645,1367,-0.474
TRGC2,,,,no,0.894,1.575,4149,3806,0.817
TRH,,,,no,0.223,0.122,1034,294,-0.873
TRHR,,,,no,0.04,0.071,186,171,0.82
TRIB1,,,,no,0.408,0.384,1894,928,-0.088
TRIB2,,,,no,2.83,1.917,13135,4632,-0.562
TRIB3,,,,no,0.399,0.477,1851,1152,0.257
TRIM21,,,,no,2.831,2.867,13137,6929,0.018
TRIM23,,,,no,2.698,2.023,12523,4890,-0.415
TRIM25,,,,no,2.782,2.85,12911,6887,0.035
TRIM27,,,,no,5.741,4.68,26645,11310,-0.295
TRIM28,,,,no,8.771,5.323,40704,12865,-0.72
TRIM47,,,,no,1.771,2.285,8219,5523,0.368
TRIM5,,,,no,1.466,1.354,6804,3273,-0.115
TRIM55,,,,no,0.665,0.914,3084,2208,0.459
TRIM65,,,,no,1.715,1.649,7961,3986,-0.057
TRIM66,,,,no,1.22,1.051,5661,2540,-0.215
TRIM67,,,,no,0.082,0.16,381,386,0.96
TRIP13,,,,no,0.301,0.284,1395,687,-0.081
TRMT1L,,,,no,1.979,2.258,9185,5458,0.19
TRMT2A,,,,no,4.07,3.74,18890,9039,-0.122
TRO,,,,no,0.686,0.444,3185,1072,-0.63
TRPA1,,,,no,0.227,0.269,1053,650,0.245
TRPC1,,,,no,0.475,0.521,2203,1259,0.134
TRPC3,,,,no,0.062,0.117,286,283,0.926
TRPC4,,,,no,0.084,0.154,392,372,0.866
TRPC6,,,,no,0.417,0.308,1937,745,-0.437
TRPC7,,,,no,0.037,0.067,173,162,0.846
TRPM1,,,,no,0.033,0.065,151,158,1.007
TRPM2,,,,no,1.393,1.395,6467,3371,0.001
TRPM3,,,,no,0.082,0.138,382,333,0.743
TRPM4,,,,no,1.82,1.253,8448,3028,-0.539
TRPM6,,,,no,0.456,0.452,2118,1092,-0.014
TRPM7,,,,no,3.788,3.905,17580,9438,0.044
TRPM8,,,,no,0.112,0.177,521,427,0.654
TRPS1,,,,no,0.539,0.413,2503,999,-0.384
TRPV1,,,,no,0.621,0.576,2884,1391,-0.111
TRPV4,,,,no,0.108,0.105,500,254,-0.036
TRPV6,,,,no,0.096,0.071,446,171,-0.442
TRRAP,,,,no,5.521,4.985,25624,12048,-0.147
TRUB1,,,,no,1.765,1.374,8190,3321,-0.361
TSBP1,,,,no,0.055,0.092,255,223,0.748
TSC1,,,,no,1.849,1.328,8579,3210,-0.477
TSC2,,,,no,8.875,5.588,41190,13505,-0.668
TSC22D3,,,,no,30.353,9.245,140866,22345,-1.715
TSG101,,,,no,3.546,2.661,16456,6431,-0.414
TSHR,,,,no,0.133,0.19,616,458,0.514
TSHZ1,,,,no,0.736,0.439,3417,1062,-0.745
TSLP,,,,no,0.126,0.252,586,609,0.997
TSNAXIP1,,,,no,0.102,0.097,472,234,-0.071
TSPAN10,,,,no,0.173,0.059,802,142,-1.556
TSPAN12,,,,no,0.662,0.633,3074,1529,-0.066
TSPAN13,,,,no,1.331,1.007,6179,2435,-0.402
TSPAN14,,,,no,11.694,8.12,54271,19625,-0.526
TSPAN18,,,,no,0.445,0.559,2065,1351,0.329
TSPAN3,,,,no,5.742,3.784,26650,9145,-0.602
TSPAN31,,,,no,0.181,0.257,838,621,0.509
TSPAN4,,,,no,1.464,1.322,6796,3194,-0.148
TSPAN7,,,,no,1.097,0.899,5091,2172,-0.288
TSPAN8,,,,no,0.079,0.103,366,250,0.391
TSPAN9,,,,no,1.913,1.571,8880,3797,-0.284
TSPO,,,,no,0.121,0.149,562,360,0.299
TSPOAP1,,,,no,1.459,1.61,6771,3892,0.142
TSPY1,sex_chromosome,"Y-chromosome / X-inactivation genes with strong sex-of-donor bias. Empirical signature in this dataset: KDM5D and DDX3Y are 10.3% / 7.7% in 0041326 vs ~0% in 0041323 — donor-sex differs between samples. Exclude from cell-type scoring, PCA/scVI input, and any cross-sample comparison; retain in obs as a sex-confirmation tag only.",,yes,0.247,0.356,1145,861,0.53
TSPYL5,,,,no,1.106,0.609,5131,1472,-0.86
TSSC4,,,,no,1.473,1.051,6838,2540,-0.487
TSSK1B,,,,no,0.184,0.257,855,620,0.478
TSSK3,,,,no,0.061,0.104,283,251,0.768
TTC12,,,,no,1.761,1.351,8171,3264,-0.383
TTC23,,,,no,0.31,0.341,1437,823,0.137
TTC23L,,,,no,0.081,0.089,375,216,0.145
TTC4,,,,no,1.774,1.607,8233,3885,-0.142
TTC9C,,,,no,4.875,3.803,22623,9191,-0.358
TTI1,,,,no,1.509,1.106,7003,2673,-0.448
TTK,,,,no,0.279,0.334,1297,807,0.257
TTPA,,,,no,0.042,0.084,193,202,1.007
TUBA4A,,,,no,4.739,2.032,21995,4910,-1.222
TUBB,,,,no,18.66,13.303,86598,32151,-0.488
TUBB2A,,,,no,0.351,0.385,1630,931,0.133
TUBB2B,,,,no,0.629,0.453,2918,1096,-0.471
TUBB3,,,,no,0.116,0.142,537,344,0.299
TUBB4A,,,,no,0.195,0.087,906,210,-1.168
TUBB6,,,,no,0.342,0.208,1587,503,-0.716
TUBD1,,,,no,0.382,0.476,1774,1150,0.316
TUBG1,,,,no,1.05,0.664,4871,1606,-0.659
TUFM,,,,no,6.25,4.915,29008,11880,-0.347
TUSC2,,,,no,2.232,2.074,10358,5012,-0.106
TWIST1,,,,no,0.144,0.21,666,507,0.548
TWIST2,,,,no,0.171,0.302,793,729,0.82
TWSG1,,,,no,0.954,1.198,4427,2896,0.329
TXK,,,,no,2.688,1.205,12476,2913,-1.157
TXNDC16,,,,no,0.869,0.736,4033,1778,-0.24
TXNDC9,,,,no,2.775,2.136,12880,5163,-0.378
TXNIP,,,,no,63.041,31.57,292566,76300,-0.998
TXNRD1,,,,no,2.851,2.575,13231,6224,-0.147
TYK2,,,,no,8.772,6.668,40708,16116,-0.396
TYMP,,,,no,2.946,2.807,13673,6785,-0.07
TYMS,,,,no,0.718,0.426,3330,1030,-0.752
TYRO3,,,,no,0.443,0.426,2058,1030,-0.057
U2AF1,,,,no,0.504,0.432,2340,1045,-0.222
U2AF2,,,,no,12.224,8.204,56732,19829,-0.575
UBA1,,,,no,6.233,3.776,28926,9126,-0.723
UBAP2,,,,no,2.01,1.68,9330,4061,-0.259
UBAP2L,,,,no,12.866,8.731,59712,21101,-0.559
UBASH3A,,,,no,5.806,5.036,26947,12171,-0.205
UBASH3B,,,,no,1.598,1.628,7417,3935,0.027
UBD,,,,no,2.794,1.026,12965,2479,-1.446
UBE2C,,,,no,0.161,0.188,749,455,0.222
UBE2D1,,,,no,0.696,1.017,3230,2458,0.547
UBE2D2,,,,no,2.629,2.693,12202,6508,0.034
UBE2D3,,,,no,9.511,9.854,44140,23815,0.051
UBE2I,,,,no,7.527,4.942,34933,11944,-0.607
UBE2L3,,,,no,1.249,1.383,5795,3343,0.148
UBE2T,,,,no,0.31,0.321,1438,775,0.049
UBE3A,,,,no,4.842,4.393,22471,10617,-0.14
UBE4B,,,,no,4.212,3.278,19546,7922,-0.362
UBR3,,,,no,2.39,2.302,11092,5563,-0.054
UBR5,,,,no,4.028,3.384,18694,8178,-0.251
UBTF,,,,no,16.681,13.994,77413,33823,-0.253
UCA1,,,,no,0.098,0.094,453,226,-0.062
UCHL1,,,,no,0.593,0.302,2754,731,-0.972
UCN,,,,no,0.085,0.081,396,196,-0.073
UCP2,,,,no,11.022,5.858,51151,14159,-0.912
UEVLD,,,,no,1.211,1.038,5619,2508,-0.223
UFC1,,,,no,2.035,1.664,9445,4021,-0.291
UGDH,,,,no,1.603,1.772,7438,4283,0.145
UGT1A1,,,,no,0.169,0.18,785,434,0.086
UGT1A4,,,,no,0.101,0.132,470,319,0.382
UGT1A9,,,,no,0.042,0.069,196,167,0.71
UGT2B17,,,,no,0.105,0.092,489,223,-0.192
UGT2B7,,,,no,0.17,0.295,789,714,0.797
UHRF1,,,,no,0.753,0.52,3494,1256,-0.535
ULBP2,,,,no,0.168,0.159,779,385,-0.076
ULK1,,,,no,3.86,2.73,17915,6599,-0.5
ULK2,,,,no,0.981,0.82,4553,1981,-0.259
UMOD,nephron_specific,"Specific nephron segment; not in pancreas/LN. Some broadly-expressed kidney genes (e.g., RBP1, KL) deliberately kept.",,yes,0.082,0.067,379,163,-0.276
UMPS,,,,no,2.074,1.739,9625,4202,-0.254
UNC119,,,,no,1.449,0.948,6724,2292,-0.611
UNC13A,,,,no,0.055,0.048,257,115,-0.219
UNC45A,,,,no,3.809,2.487,17676,6010,-0.615
UNC5A,,,,no,0.107,0.109,497,264,0.029
UNG,,,,no,1.5,1.234,6962,2983,-0.281
UPF1,,,,no,8.998,6.06,41759,14647,-0.57
UPK1A,,,,no,0.046,0.082,213,199,0.843
UPK2,,,,no,0.025,,114,0,
UPK3A,,,,no,0.107,0.1,496,241,-0.1
UPK3B,,,,no,0.154,0.044,715,106,-1.813
UQCC1,,,,no,2.441,2.373,11329,5736,-0.041
UQCC3,,,,no,1.868,1.481,8669,3580,-0.335
URB1,,,,no,2.378,2.062,11037,4984,-0.206
URGCP,,,,no,2.671,1.947,12395,4705,-0.456
USF1,,,,no,2.307,1.494,10706,3612,-0.626
USP10,,,,no,5.451,4.59,25296,11094,-0.248
USP11,,,,no,8.013,5.548,37186,13410,-0.53
USP27X,,,,no,0.644,0.477,2987,1152,-0.433
USP29,,,,no,0.046,0.073,212,177,0.681
USP32,,,,no,3.342,3.405,15512,8229,0.027
USP36,,,,no,4.832,3.821,22427,9234,-0.339
USP38,,,,no,2.738,1.987,12705,4803,-0.462
USP5,,,,no,6.249,3.684,28999,8903,-0.762
USP53,,,,no,1.813,0.811,8416,1959,-1.162
USP6,,,,no,0.246,0.274,1140,663,0.159
USP7,,,,no,6.556,5.951,30424,14382,-0.14
USP9Y,sex_chromosome,"Y-chromosome / X-inactivation genes with strong sex-of-donor bias. Empirical signature in this dataset: KDM5D and DDX3Y are 10.3% / 7.7% in 0041326 vs ~0% in 0041323 — donor-sex differs between samples. Exclude from cell-type scoring, PCA/scVI input, and any cross-sample comparison; retain in obs as a sex-confirmation tag only.",,yes,2.358,2.032,10941,4910,-0.215
UTP23,,,,no,1.706,2.008,7918,4852,0.235
UTRN,,,,no,4.447,3.008,20637,7269,-0.564
UTS2,,,,no,0.05,0.081,234,195,0.678
VAMP3,,,,no,2.478,2.264,11502,5471,-0.131
VAMP5,,,,no,1.036,0.742,4810,1794,-0.482
VAPB,,,,no,2.021,1.7,9379,4109,-0.249
VASP,,,,no,6.91,6.942,32067,16777,0.007
VAV1,,,,no,7.414,5.81,34409,14041,-0.352
VAV3,,,,no,1.825,1.451,8471,3507,-0.331
VAX1,,,,no,0.037,0.062,174,150,0.727
VCAM1,,,,no,3.646,1.896,16920,4582,-0.943
VCL,,,,no,1.354,1.326,6285,3204,-0.031
VDAC1,,,,no,4.546,2.816,21098,6805,-0.691
VDAC2,,,,no,5.927,4.008,27506,9686,-0.565
VDR,,,,no,0.955,0.549,4432,1326,-0.8
VEGFA,,,,no,0.435,0.797,2018,1926,0.874
VEGFB,,,,no,7.085,5.037,32881,12174,-0.492
VEGFC,,,,no,0.401,0.434,1863,1048,0.111
VEGFD,,,,no,0.077,0.632,359,1528,3.031
VGF,,,,no,0.081,0.076,377,184,-0.094
VGLL3,,,,no,0.191,0.211,885,511,0.149
VHL,,,,no,4.047,3.713,18782,8974,-0.124
VIP,,,,no,0.089,0.177,411,427,0.996
VIPR1,,,,no,1.46,1.21,6777,2925,-0.271
VIPR2,,,,no,2.61,1.008,12111,2436,-1.372
VLDLR,,,,no,0.402,0.621,1866,1501,0.627
VPS13A,,,,no,1.517,1.33,7042,3214,-0.19
VPS13B,,,,no,1.56,1.975,7239,4774,0.341
VPS35,,,,no,6.496,5.147,30148,12439,-0.336
VPS37B,,,,no,1.388,1.557,6440,3763,0.166
VPS4A,,,,no,7.155,5.673,33206,13710,-0.335
VPS50,,,,no,0.936,1.069,4344,2584,0.192
VSIG4,,,,no,0.688,0.999,3191,2415,0.539
VSIR,,,,no,2.715,1.865,12600,4507,-0.542
VSNL1,,,,no,0.077,0.106,356,257,0.471
VSTM1,,,,no,0.088,0.208,409,502,1.237
VSTM2B,,,,no,0.03,0.052,141,126,0.779
VSTM2L,,,,no,0.596,0.425,2765,1027,-0.488
VSX2,photoreceptor_retinal,Restricted to retinal photoreceptors / RPE; not present in pancreas or LN.,,yes,0.049,0.06,226,146,0.311
VTCN1,,,,no,0.141,0.174,653,421,0.308
VWA8,,,,no,2.035,2.872,9444,6942,0.497
WAPL,,,,no,5.098,4.814,23660,11636,-0.083
WARS,,,,no,2.033,1.58,9434,3818,-0.364
WAS,,,,no,8.89,5.144,41260,12433,-0.789
WASHC2A,,,,no,2.642,1.854,12263,4482,-0.511
WASHC3,,,,no,2.935,2.629,13622,6354,-0.159
WASHC4,,,,no,6.002,5.531,27853,13367,-0.118
WASL,,,,no,3.424,2.8,15890,6768,-0.29
WBP2,,,,no,5.328,5.157,24727,12464,-0.047
WDFY3,,,,no,1.37,1.437,6360,3472,0.068
WDFY4,,,,no,3.603,2.485,16719,6007,-0.536
WDHD1,,,,no,0.999,1.084,4636,2619,0.117
WDR12,,,,no,1.341,1.415,6222,3421,0.078
WDR26,,,,no,13.472,9.051,62522,21875,-0.574
WDR37,,,,no,2.843,2.171,13192,5248,-0.389
WDR5,,,,no,2.419,2.169,11225,5243,-0.157
WDR55,,,,no,1.758,0.969,8161,2343,-0.859
WDR72,,,,no,0.05,0.087,231,210,0.804
WDR74,,,,no,3.13,2.706,14527,6539,-0.21
WDR77,,,,no,5.446,4.316,25276,10432,-0.335
WDR81,,,,no,1.98,1.059,9187,2560,-0.902
WDR90,,,,no,0.844,0.523,3918,1264,-0.691
WEE1,,,,no,1.55,0.86,7192,2078,-0.85
WEE2,,,,no,0.061,0.123,284,298,1.011
WFDC1,,,,no,0.079,0.102,365,246,0.372
WFS1,,,,no,0.309,0.276,1436,668,-0.163
WNT1,,,,no,0.074,0.08,345,193,0.103
WNT2,,,,no,0.042,0.087,197,211,1.04
WNT3,,,,no,0.169,0.225,782,544,0.418
WNT3A,,,,no,0.068,0.084,314,202,0.305
WNT4,,,,no,0.241,0.389,1119,941,0.691
WNT5A,,,,no,1.196,1.293,5552,3126,0.113
WNT5B,,,,no,0.794,0.447,3685,1081,-0.828
WRAP73,,,,no,2.027,1.606,9406,3881,-0.336
WRN,,,,no,1.18,1.255,5476,3034,0.089
WT1,nephron_specific,"Specific nephron segment; not in pancreas/LN. Some broadly-expressed kidney genes (e.g., RBP1, KL) deliberately kept.",,yes,0.023,,106,0,
